index,int16,hex,mV
2256,0,0000,0
2257,-2,feff,-0.030519
2258,-1,ffff,-0.015259
2259,-2,feff,-0.030519
2260,-2,feff,-0.030519
2261,-2,feff,-0.030519
2262,-4,fcff,-0.061037
2263,0,0000,0
2264,0,0000,0
2265,-1,ffff,-0.015259
2266,-1,ffff,-0.015259
2267,-3,fdff,-0.045778
2268,-1,ffff,-0.015259
2269,-1,ffff,-0.015259
2270,0,0000,0
2271,0,0000,0
2272,-1,ffff,-0.015259
2273,0,0000,0
2274,0,0000,0
2275,0,0000,0
2276,0,0000,0
2277,-2,feff,-0.030519
2278,1,0100,0.015259
2279,-2,feff,-0.030519
2280,-2,feff,-0.030519
2281,-3,fdff,-0.045778
2282,-6,faff,-0.091556
2283,-5,fbff,-0.076296
2284,-5,fbff,-0.076296
2285,-4,fcff,-0.061037
2286,-5,fbff,-0.076296
2287,-6,faff,-0.091556
2288,-4,fcff,-0.061037
2289,-3,fdff,-0.045778
2290,-2,feff,-0.030519
2291,-1,ffff,-0.015259
2292,-3,fdff,-0.045778
2293,-1,ffff,-0.015259
2294,-6,faff,-0.091556
2295,-9,f7ff,-0.137333
2296,-15,f1ff,-0.228889
2297,-24,e8ff,-0.366222
2298,-25,e7ff,-0.381481
2299,-26,e6ff,-0.396741
2300,-31,e1ff,-0.473037
2301,-44,d4ff,-0.671407
2302,-63,c1ff,-0.961333
2303,-75,b5ff,-1.144444
2304,-81,afff,-1.236
2305,-86,aaff,-1.312296
2306,-106,96ff,-1.617481
2307,-89,a7ff,-1.358074
2308,-97,9fff,-1.480148
2309,-108,94ff,-1.648
2310,-108,94ff,-1.648
2311,-108,94ff,-1.648
2312,-35,ddff,-0.534074
2313,10,0a00,0.152593
2314,29,1d00,0.442518
2315,64,4000,0.976592
2316,108,6c00,1.648
2317,108,6c00,1.648
2318,108,6c00,1.648
2319,96,6000,1.464888
2320,90,5a00,1.373333
2321,102,6600,1.556444
2322,106,6a00,1.617481
2323,95,5f00,1.449629
2324,57,3900,0.869778
2325,30,1e00,0.457778
2326,31,1f00,0.473037
2327,35,2300,0.534074
2328,26,1a00,0.396741
2329,2,0200,0.030519
2330,-7,f9ff,-0.106815
2331,3,0300,0.045778
2332,13,0d00,0.19837
2333,7,0700,0.106815
2334,-11,f5ff,-0.167852
2335,-15,f1ff,-0.228889
2336,-1,ffff,-0.015259
2337,9,0900,0.137333
2338,8,0800,0.122074
2339,-10,f6ff,-0.152593
2340,-12,f4ff,-0.183111
2341,0,0000,0
2342,8,0800,0.122074
2343,3,0300,0.045778
2344,-9,f7ff,-0.137333
2345,-11,f5ff,-0.167852
2346,0,0000,0
2347,8,0800,0.122074
2348,2,0200,0.030519
2349,-8,f8ff,-0.122074
2350,-10,f6ff,-0.152593
2351,-5,fbff,-0.076296
2352,-6,faff,-0.091556
2353,-6,faff,-0.091556
2354,17,1100,0.259407
2355,28,1c00,0.427259
2356,12,0c00,0.183111
2357,-8,f8ff,-0.122074
2358,-26,e6ff,-0.396741
2359,-37,dbff,-0.564592
2360,-50,ceff,-0.762963
2361,-55,c9ff,-0.839259
2362,-45,d3ff,-0.686666
2363,-32,e0ff,-0.488296
2364,-24,e8ff,-0.366222
2365,-22,eaff,-0.335704
2366,-16,f0ff,-0.244148
2367,-2,feff,-0.030519
2368,11,0b00,0.167852
2369,20,1400,0.305185
2370,30,1e00,0.457778
2371,27,1b00,0.412
2372,24,1800,0.366222
2373,15,0f00,0.228889
2374,-2,feff,-0.030519
2375,-20,ecff,-0.305185
2376,-27,e5ff,-0.412
2377,-17,efff,-0.259407
2378,-7,f9ff,-0.106815
2379,-8,f8ff,-0.122074
2380,-13,f3ff,-0.19837
2381,-11,f5ff,-0.167852
2382,2,0200,0.030519
2383,16,1000,0.244148
2384,23,1700,0.350963
2385,37,2500,0.564592
2386,51,3300,0.778222
2387,85,5500,1.297037
2388,74,4a00,1.129185
2389,44,2c00,0.671407
2390,20,1400,0.305185
2391,8,0800,0.122074
2392,-2,feff,-0.030519
2393,-17,efff,-0.259407
2394,-30,e2ff,-0.457778
2395,-30,e2ff,-0.457778
2396,-20,ecff,-0.305185
2397,-12,f4ff,-0.183111
2398,-12,f4ff,-0.183111
2399,-19,edff,-0.289926
2400,-15,f1ff,-0.228889
2401,-5,fbff,-0.076296
2402,0,0000,0
2403,-3,fdff,-0.045778
2404,-9,f7ff,-0.137333
2405,-8,f8ff,-0.122074
2406,0,0000,0
2407,3,0300,0.045778
2408,-1,ffff,-0.015259
2409,-7,f9ff,-0.106815
2410,-6,faff,-0.091556
2411,0,0000,0
2412,3,0300,0.045778
2413,2,0200,0.030519
2414,-6,faff,-0.091556
2415,-5,fbff,-0.076296
2416,0,0000,0
2417,3,0300,0.045778
2418,0,0000,0
2419,-6,faff,-0.091556
2420,-5,fbff,-0.076296
2421,0,0000,0
2422,2,0200,0.030519
2423,-1,ffff,-0.015259
2424,-5,fbff,-0.076296
2425,-5,fbff,-0.076296
2426,0,0000,0
2427,2,0200,0.030519
2428,18,1200,0.274667
2429,30,1e00,0.457778
2430,34,2200,0.518815
2431,15,0f00,0.228889
2432,-6,faff,-0.091556
2433,-3,fdff,-0.045778
2434,16,1000,0.244148
2435,30,1e00,0.457778
2436,23,1700,0.350963
2437,11,0b00,0.167852
2438,16,1000,0.244148
2439,30,1e00,0.457778
2440,34,2200,0.518815
2441,19,1300,0.289926
2442,0,0000,0
2443,3,0300,0.045778
2444,10,0a00,0.152593
2445,14,0e00,0.21363
2446,3,0300,0.045778
2447,-11,f5ff,-0.167852
2448,-10,f6ff,-0.152593
2449,0,0000,0
2450,4,0400,0.061037
2451,-6,faff,-0.091556
2452,-20,ecff,-0.305185
2453,-18,eeff,-0.274667
2454,-8,f8ff,-0.122074
2455,-3,fdff,-0.045778
2456,-11,f5ff,-0.167852
2457,-23,e9ff,-0.350963
2458,-19,edff,-0.289926
2459,-13,f3ff,-0.19837
2460,-7,f9ff,-0.106815
2461,-12,f4ff,-0.183111
2462,-21,ebff,-0.320444
2463,-15,f1ff,-0.228889
2464,-4,fcff,-0.061037
2465,1,0100,0.015259
2466,-5,fbff,-0.076296
2467,-15,f1ff,-0.228889
2468,-14,f2ff,-0.21363
2469,-7,f9ff,-0.106815
2470,-2,feff,-0.030519
2471,-5,fbff,-0.076296
2472,-10,f6ff,-0.152593
2473,-3,fdff,-0.045778
2474,2,0200,0.030519
2475,10,0a00,0.152593
2476,10,0a00,0.152593
2477,5,0500,0.076296
2478,10,0a00,0.152593
2479,17,1100,0.259407
2480,21,1500,0.320444
2481,16,1000,0.244148
2482,7,0700,0.106815
2483,6,0600,0.091556
2484,8,0800,0.122074
2485,8,0800,0.122074
2486,3,0300,0.045778
2487,-3,fdff,-0.045778
2488,0,0000,0
2489,1,0100,0.015259
2490,2,0200,0.030519
2491,-2,feff,-0.030519
2492,-10,f6ff,-0.152593
2493,-11,f5ff,-0.167852
2494,-6,faff,-0.091556
2495,-3,fdff,-0.045778
2496,-5,fbff,-0.076296
2497,-11,f5ff,-0.167852
2498,-9,f7ff,-0.137333
2499,-5,fbff,-0.076296
2500,-2,feff,-0.030519
2501,-4,fcff,-0.061037
2502,-10,f6ff,-0.152593
2503,-8,f8ff,-0.122074
2504,-6,faff,-0.091556
2505,-8,f8ff,-0.122074
2506,-9,f7ff,-0.137333
2507,-12,f4ff,-0.183111
2508,-10,f6ff,-0.152593
2509,-6,faff,-0.091556
2510,-3,fdff,-0.045778
2511,-5,fbff,-0.076296
2512,-8,f8ff,-0.122074
2513,-7,f9ff,-0.106815
2514,-5,fbff,-0.076296
2515,-3,fdff,-0.045778
2516,-4,fcff,-0.061037
2517,-7,f9ff,-0.106815
2518,-2,feff,-0.030519
2519,-4,fcff,-0.061037
2520,-3,fdff,-0.045778
2521,-5,fbff,-0.076296
2522,-8,f8ff,-0.122074
2523,-6,faff,-0.091556
2524,-4,fcff,-0.061037
2525,-3,fdff,-0.045778
2526,-5,fbff,-0.076296
2527,-7,f9ff,-0.106815
2528,-6,faff,-0.091556
2529,-3,fdff,-0.045778
2530,-1,ffff,-0.015259
2531,-2,feff,-0.030519
2532,-4,fcff,-0.061037
2533,0,0000,0
2534,-1,ffff,-0.015259
2535,0,0000,0
2536,-2,feff,-0.030519
2537,-6,faff,-0.091556
2538,-5,fbff,-0.076296
2539,-4,fcff,-0.061037
2540,-3,fdff,-0.045778
2541,-4,fcff,-0.061037
2542,-7,f9ff,-0.106815
2543,-5,fbff,-0.076296
2544,-4,fcff,-0.061037
2545,-3,fdff,-0.045778
2546,-3,fdff,-0.045778
2547,-6,faff,-0.091556
2548,-1,ffff,-0.015259
2549,-2,feff,-0.030519
2550,-1,ffff,-0.015259
2551,-2,feff,-0.030519
2552,-4,fcff,-0.061037
2553,-3,fdff,-0.045778
2554,0,0000,0
2555,1,0100,0.015259
2556,2,0200,0.030519
2557,2,0200,0.030519
2558,7,0700,0.106815
2559,10,0a00,0.152593
2560,11,0b00,0.167852
2561,8,0800,0.122074
2562,1,0100,0.015259
2563,0,0000,0
2564,-7,f9ff,-0.106815
2565,-13,f3ff,-0.19837
2566,-17,efff,-0.259407
2567,-20,ecff,-0.305185
2568,-16,f0ff,-0.244148
2569,-11,f5ff,-0.167852
2570,-4,fcff,-0.061037
2571,1,0100,0.015259
2572,4,0400,0.061037
2573,8,0800,0.122074
2574,10,0a00,0.152593
2575,11,0b00,0.167852
2576,7,0700,0.106815
2577,0,0000,0
2578,-2,feff,-0.030519
2579,-4,fcff,-0.061037
2580,-5,fbff,-0.076296
2581,-6,faff,-0.091556
2582,-8,f8ff,-0.122074
2583,-7,f9ff,-0.106815
2584,-5,fbff,-0.076296
2585,-4,fcff,-0.061037
2586,-4,fcff,-0.061037
2587,-5,fbff,-0.076296
2588,-3,fdff,-0.045778
2589,-1,ffff,-0.015259
2590,0,0000,0
2591,0,0000,0
2592,-3,fdff,-0.045778
2593,0,0000,0
2594,0,0000,0
2595,0,0000,0
2596,0,0000,0
2597,0,0000,0
2598,1,0100,0.015259
2599,1,0100,0.015259
2600,2,0200,0.030519
2601,2,0200,0.030519
2602,0,0000,0
2603,0,0000,0
2604,0,0000,0
2605,0,0000,0
2606,0,0000,0
2607,-1,ffff,-0.015259
2608,1,0100,0.015259
2609,1,0100,0.015259
2610,-2,feff,-0.030519
2611,-2,feff,-0.030519
2612,-4,fcff,-0.061037
2613,-4,fcff,-0.061037
2614,-5,fbff,-0.076296
2615,-4,fcff,-0.061037
2616,-4,fcff,-0.061037
2617,-6,faff,-0.091556
2618,-6,faff,-0.091556
2619,-6,faff,-0.091556
2620,-5,fbff,-0.076296
2621,-4,fcff,-0.061037
2622,-6,faff,-0.091556
2623,-2,feff,-0.030519
2624,-4,fcff,-0.061037
2625,-4,fcff,-0.061037
2626,-4,fcff,-0.061037
2627,-6,faff,-0.091556
2628,-5,fbff,-0.076296
2629,-5,fbff,-0.076296
2630,-3,fdff,-0.045778
2631,-2,feff,-0.030519
2632,-3,fdff,-0.045778
2633,-1,ffff,-0.015259
2634,0,0000,0
2635,0,0000,0
2636,0,0000,0
2637,-1,ffff,-0.015259
2638,2,0200,0.030519
2639,0,0000,0
2640,0,0000,0
2641,0,0000,0
2642,-1,ffff,-0.015259
2643,0,0000,0
2644,0,0000,0
2645,0,0000,0
2646,0,0000,0
2647,0,0000,0
2648,0,0000,0
2649,0,0000,0
2650,0,0000,0
2651,0,0000,0
2652,-1,ffff,-0.015259
2653,1,0100,0.015259
2654,-1,ffff,-0.015259
2655,-1,ffff,-0.015259
2656,-1,ffff,-0.015259
2657,-3,fdff,-0.045778
2658,-3,fdff,-0.045778
2659,-3,fdff,-0.045778
2660,-3,fdff,-0.045778
2661,-2,feff,-0.030519
2662,-3,fdff,-0.045778
2663,-2,feff,-0.030519
2664,-2,feff,-0.030519
2665,-1,ffff,-0.015259
2666,0,0000,0
2667,-1,ffff,-0.015259
2668,2,0200,0.030519
2669,-1,ffff,-0.015259
2670,-1,ffff,-0.015259
2671,-2,feff,-0.030519
2672,-4,fcff,-0.061037
2673,-3,fdff,-0.045778
2674,-4,fcff,-0.061037
2675,-4,fcff,-0.061037
2676,-3,fdff,-0.045778
2677,-4,fcff,-0.061037
2678,-3,fdff,-0.045778
2679,-3,fdff,-0.045778
2680,-1,ffff,-0.015259
2681,0,0000,0
2682,-1,ffff,-0.015259
2683,0,0000,0
2684,0,0000,0
2685,0,0000,0
2686,1,0100,0.015259
2687,0,0000,0
2688,2,0200,0.030519
2689,0,0000,0
2690,0,0000,0
2691,0,0000,0
2692,-2,feff,-0.030519
2693,-1,ffff,-0.015259
2694,-1,ffff,-0.015259
2695,-1,ffff,-0.015259
2696,0,0000,0
2697,-2,feff,-0.030519
2698,2,0200,0.030519
2699,2,0200,0.030519
2700,0,0000,0
2701,0,0000,0
2702,-1,ffff,-0.015259
2703,0,0000,0
2704,-1,ffff,-0.015259
2705,0,0000,0
2706,0,0000,0
2707,-1,ffff,-0.015259
2708,0,0000,0
2709,-2,feff,-0.030519
2710,-3,fdff,-0.045778
2711,-3,fdff,-0.045778
2712,-5,fbff,-0.076296
2713,-1,ffff,-0.015259
2714,-3,fdff,-0.045778
2715,-4,fcff,-0.061037
2716,-3,fdff,-0.045778
2717,-3,fdff,-0.045778
2718,-1,ffff,-0.015259
2719,-1,ffff,-0.015259
2720,0,0000,0
2721,0,0000,0
2722,-1,ffff,-0.015259
2723,0,0000,0
2724,-1,ffff,-0.015259
2725,0,0000,0
2726,0,0000,0
2727,0,0000,0
2728,4,0400,0.061037
2729,2,0200,0.030519
2730,4,0400,0.061037
2731,7,0700,0.106815
2732,7,0700,0.106815
2733,8,0800,0.122074
2734,5,0500,0.076296
2735,1,0100,0.015259
2736,-4,fcff,-0.061037
2737,-12,f4ff,-0.183111
2738,-17,efff,-0.259407
2739,-21,ebff,-0.320444
2740,-20,ecff,-0.305185
2741,-17,efff,-0.259407
2742,-12,f4ff,-0.183111
2743,-1,ffff,-0.015259
2744,0,0000,0
2745,4,0400,0.061037
2746,6,0600,0.091556
2747,5,0500,0.076296
2748,5,0500,0.076296
2749,4,0400,0.061037
2750,3,0300,0.045778
2751,3,0300,0.045778
2752,0,0000,0
2753,1,0100,0.015259
2754,0,0000,0
2755,0,0000,0
2756,-1,ffff,-0.015259
2757,-3,fdff,-0.045778
2758,0,0000,0
2759,-2,feff,-0.030519
2760,-2,feff,-0.030519
2761,-1,ffff,-0.015259
2762,-2,feff,-0.030519
2763,-1,ffff,-0.015259
2764,-1,ffff,-0.015259
2765,-1,ffff,-0.015259
2766,-1,ffff,-0.015259
2767,-2,feff,-0.030519
2768,-2,feff,-0.030519
2769,-2,feff,-0.030519
2770,-1,ffff,-0.015259
2771,0,0000,0
2772,-2,feff,-0.030519
2773,2,0200,0.030519
2774,-1,ffff,-0.015259
2775,-2,feff,-0.030519
2776,-2,feff,-0.030519
2777,-3,fdff,-0.045778
2778,-1,ffff,-0.015259
2779,-1,ffff,-0.015259
2780,0,0000,0
2781,0,0000,0
2782,-1,ffff,-0.015259
2783,0,0000,0
2784,-1,ffff,-0.015259
2785,0,0000,0
2786,0,0000,0
2787,-2,feff,-0.030519
2788,0,0000,0
2789,-1,ffff,-0.015259
2790,-1,ffff,-0.015259
2791,-2,feff,-0.030519
2792,-4,fcff,-0.061037
2793,-3,fdff,-0.045778
2794,-4,fcff,-0.061037
2795,-4,fcff,-0.061037
2796,-5,fbff,-0.076296
2797,-7,f9ff,-0.106815
2798,-5,fbff,-0.076296
2799,-5,fbff,-0.076296
2800,-5,fbff,-0.076296
2801,-5,fbff,-0.076296
2802,-5,fbff,-0.076296
2803,0,0000,0
2804,-2,feff,-0.030519
2805,-1,ffff,-0.015259
2806,-1,ffff,-0.015259
2807,-2,feff,-0.030519
2808,0,0000,0
2809,0,0000,0
2810,0,0000,0
2811,1,0100,0.015259
2812,0,0000,0
2813,0,0000,0
2814,0,0000,0
2815,0,0000,0
2816,0,0000,0
2817,-1,ffff,-0.015259
2818,3,0300,0.045778
2819,0,0000,0
2820,0,0000,0
2821,0,0000,0
2822,-1,ffff,-0.015259
2823,0,0000,0
2824,0,0000,0
2825,0,0000,0
2826,0,0000,0
2827,-1,ffff,-0.015259
2828,0,0000,0
2829,-1,ffff,-0.015259
2830,-1,ffff,-0.015259
2831,-1,ffff,-0.015259
2832,-2,feff,-0.030519
2833,1,0100,0.015259
2834,-2,feff,-0.030519
2835,-2,feff,-0.030519
2836,-2,feff,-0.030519
2837,-4,fcff,-0.061037
2838,-3,fdff,-0.045778
2839,-3,fdff,-0.045778
2840,-3,fdff,-0.045778
2841,-3,fdff,-0.045778
2842,-4,fcff,-0.061037
2843,-2,feff,-0.030519
2844,-2,feff,-0.030519
2845,-1,ffff,-0.015259
2846,0,0000,0
2847,-1,ffff,-0.015259
2848,2,0200,0.030519
2849,-1,ffff,-0.015259
2850,-1,ffff,-0.015259
2851,-1,ffff,-0.015259
2852,-3,fdff,-0.045778
2853,-1,ffff,-0.015259
2854,-1,ffff,-0.015259
2855,0,0000,0
2856,0,0000,0
2857,-2,feff,-0.030519
2858,-1,ffff,-0.015259
2859,-1,ffff,-0.015259
2860,0,0000,0
2861,-1,ffff,-0.015259
2862,-3,fdff,-0.045778
2863,1,0100,0.015259
2864,-1,ffff,-0.015259
2865,0,0000,0
2866,0,0000,0
2867,-2,feff,-0.030519
2868,0,0000,0
2869,-1,ffff,-0.015259
2870,0,0000,0
2871,-1,ffff,-0.015259
2872,-2,feff,-0.030519
2873,0,0000,0
2874,-1,ffff,-0.015259
2875,0,0000,0
2876,0,0000,0
2877,-1,ffff,-0.015259
2878,2,0200,0.030519
2879,-1,ffff,-0.015259
2880,-1,ffff,-0.015259
2881,-1,ffff,-0.015259
2882,-3,fdff,-0.045778
2883,-1,ffff,-0.015259
2884,-1,ffff,-0.015259
2885,0,0000,0
2886,0,0000,0
2887,-2,feff,-0.030519
2888,-1,ffff,-0.015259
2889,-3,fdff,-0.045778
2890,-3,fdff,-0.045778
2891,-3,fdff,-0.045778
2892,-4,fcff,-0.061037
2893,0,0000,0
2894,-3,fdff,-0.045778
2895,-3,fdff,-0.045778
2896,-2,feff,-0.030519
2897,-3,fdff,-0.045778
2898,-1,ffff,-0.015259
2899,-1,ffff,-0.015259
2900,0,0000,0
2901,0,0000,0
2902,0,0000,0
2903,0,0000,0
2904,0,0000,0
2905,0,0000,0
2906,0,0000,0
2907,0,0000,0
2908,4,0400,0.061037
2909,3,0300,0.045778
2910,5,0500,0.076296
2911,7,0700,0.106815
2912,5,0500,0.076296
2913,4,0400,0.061037
2914,0,0000,0
2915,-4,fcff,-0.061037
2916,-10,f6ff,-0.152593
2917,-18,eeff,-0.274667
2918,-21,ebff,-0.320444
2919,-21,ebff,-0.320444
2920,-16,f0ff,-0.244148
2921,-10,f6ff,-0.152593
2922,-5,fbff,-0.076296
2923,4,0400,0.061037
2924,4,0400,0.061037
2925,6,0600,0.091556
2926,7,0700,0.106815
2927,5,0500,0.076296
2928,5,0500,0.076296
2929,3,0300,0.045778
2930,3,0300,0.045778
2931,1,0100,0.015259
2932,-1,ffff,-0.015259
2933,0,0000,0
2934,-1,ffff,-0.015259
2935,-1,ffff,-0.015259
2936,-1,ffff,-0.015259
2937,-2,feff,-0.030519
2938,0,0000,0
2939,-3,fdff,-0.045778
2940,-3,fdff,-0.045778
2941,-2,feff,-0.030519
2942,-3,fdff,-0.045778
2943,-2,feff,-0.030519
2944,-2,feff,-0.030519
2945,-2,feff,-0.030519
2946,-1,ffff,-0.015259
2947,-2,feff,-0.030519
2948,0,0000,0
2949,0,0000,0
2950,0,0000,0
2951,1,0100,0.015259
2952,0,0000,0
2953,3,0300,0.045778
2954,0,0000,0
2955,0,0000,0
2956,0,0000,0
2957,-1,ffff,-0.015259
2958,0,0000,0
2959,0,0000,0
2960,0,0000,0
2961,0,0000,0
2962,-1,ffff,-0.015259
2963,0,0000,0
2964,-2,feff,-0.030519
2965,-2,feff,-0.030519
2966,-3,fdff,-0.045778
2967,-4,fcff,-0.061037
2968,-3,fdff,-0.045778
2969,-4,fcff,-0.061037
2970,-4,fcff,-0.061037
2971,-3,fdff,-0.045778
2972,-4,fcff,-0.061037
2973,-4,fcff,-0.061037
2974,-4,fcff,-0.061037
2975,-5,fbff,-0.076296
2976,-5,fbff,-0.076296
2977,-5,fbff,-0.076296
2978,-4,fcff,-0.061037
2979,-4,fcff,-0.061037
2980,-3,fdff,-0.045778
2981,-3,fdff,-0.045778
2982,-4,fcff,-0.061037
2983,0,0000,0
2984,0,0000,0
2985,-1,ffff,-0.015259
2986,-1,ffff,-0.015259
2987,-2,feff,-0.030519
2988,0,0000,0
2989,0,0000,0
2990,0,0000,0
2991,0,0000,0
2992,-1,ffff,-0.015259
2993,0,0000,0
2994,0,0000,0
2995,0,0000,0
2996,0,0000,0
2997,0,0000,0
2998,4,0400,0.061037
2999,3,0300,0.045778
3000,0,0000,0
3001,0,0000,0
3002,-1,ffff,-0.015259
3003,0,0000,0
3004,-1,ffff,-0.015259
3005,0,0000,0
3006,0,0000,0
3007,-2,feff,-0.030519
3008,-1,ffff,-0.015259
3009,-1,ffff,-0.015259
3010,0,0000,0
3011,0,0000,0
3012,-2,feff,-0.030519
3013,1,0100,0.015259
3014,-1,ffff,-0.015259
3015,0,0000,0
3016,0,0000,0
3017,-1,ffff,-0.015259
3018,0,0000,0
3019,-1,ffff,-0.015259
3020,0,0000,0
3021,-1,ffff,-0.015259
3022,-3,fdff,-0.045778
3023,-2,feff,-0.030519
3024,-2,feff,-0.030519
3025,-1,ffff,-0.015259
3026,-1,ffff,-0.015259
3027,-2,feff,-0.030519
3028,1,0100,0.015259
3029,-1,ffff,-0.015259
3030,0,0000,0
3031,-1,ffff,-0.015259
3032,-3,fdff,-0.045778
3033,-2,feff,-0.030519
3034,-2,feff,-0.030519
3035,-1,ffff,-0.015259
3036,-1,ffff,-0.015259
3037,-3,fdff,-0.045778
3038,-1,ffff,-0.015259
3039,-1,ffff,-0.015259
3040,0,0000,0
3041,0,0000,0
3042,-2,feff,-0.030519
3043,1,0100,0.015259
3044,-1,ffff,-0.015259
3045,0,0000,0
3046,0,0000,0
3047,-2,feff,-0.030519
3048,-1,ffff,-0.015259
3049,-2,feff,-0.030519
3050,-1,ffff,-0.015259
3051,0,0000,0
3052,-3,fdff,-0.045778
3053,-2,feff,-0.030519
3054,-2,feff,-0.030519
3055,-1,ffff,-0.015259
3056,-1,ffff,-0.015259
3057,-2,feff,-0.030519
3058,1,0100,0.015259
3059,-1,ffff,-0.015259
3060,0,0000,0
3061,0,0000,0
3062,-2,feff,-0.030519
3063,0,0000,0
3064,0,0000,0
3065,0,0000,0
3066,0,0000,0
3067,-2,feff,-0.030519
3068,-1,ffff,-0.015259
3069,-2,feff,-0.030519
3070,-2,feff,-0.030519
3071,-2,feff,-0.030519
3072,-4,fcff,-0.061037
3073,-1,ffff,-0.015259
3074,-4,fcff,-0.061037
3075,-2,feff,-0.030519
3076,-1,ffff,-0.015259
3077,-2,feff,-0.030519
3078,0,0000,0
3079,-1,ffff,-0.015259
3080,0,0000,0
3081,0,0000,0
3082,-2,feff,-0.030519
3083,0,0000,0
3084,-1,ffff,-0.015259
3085,0,0000,0
3086,0,0000,0
3087,0,0000,0
3088,6,0600,0.091556
3089,5,0500,0.076296
3090,7,0700,0.106815
3091,8,0800,0.122074
3092,4,0400,0.061037
3093,2,0200,0.030519
3094,-3,fdff,-0.045778
3095,-9,f7ff,-0.137333
3096,-16,f0ff,-0.244148
3097,-22,eaff,-0.335704
3098,-22,eaff,-0.335704
3099,-19,edff,-0.289926
3100,-13,f3ff,-0.19837
3101,-6,faff,-0.091556
3102,-1,ffff,-0.015259
3103,7,0700,0.106815
3104,6,0600,0.091556
3105,8,0800,0.122074
3106,8,0800,0.122074
3107,5,0500,0.076296
3108,6,0600,0.091556
3109,3,0300,0.045778
3110,2,0200,0.030519
3111,1,0100,0.015259
3112,0,0000,0
3113,0,0000,0
3114,-1,ffff,-0.015259
3115,0,0000,0
3116,-1,ffff,-0.015259
3117,-2,feff,-0.030519
3118,1,0100,0.015259
3119,-2,feff,-0.030519
3120,-2,feff,-0.030519
3121,-1,ffff,-0.015259
3122,-1,ffff,-0.015259
3123,0,0000,0
3124,-1,ffff,-0.015259
3125,-1,ffff,-0.015259
3126,-1,ffff,-0.015259
3127,-1,ffff,-0.015259
3128,0,0000,0
3129,-1,ffff,-0.015259
3130,0,0000,0
3131,-1,ffff,-0.015259
3132,-2,feff,-0.030519
3133,1,0100,0.015259
3134,-1,ffff,-0.015259
3135,-1,ffff,-0.015259
3136,0,0000,0
3137,-1,ffff,-0.015259
3138,0,0000,0
3139,-1,ffff,-0.015259
3140,0,0000,0
3141,-1,ffff,-0.015259
3142,-2,feff,-0.030519
3143,-2,feff,-0.030519
3144,-3,fdff,-0.045778
3145,-2,feff,-0.030519
3146,-2,feff,-0.030519
3147,-3,fdff,-0.045778
3148,0,0000,0
3149,-4,fcff,-0.061037
3150,-3,fdff,-0.045778
3151,-4,fcff,-0.061037
3152,-5,fbff,-0.076296
3153,-4,fcff,-0.061037
3154,-5,fbff,-0.076296
3155,-4,fcff,-0.061037
3156,-4,fcff,-0.061037
3157,-5,fbff,-0.076296
3158,-4,fcff,-0.061037
3159,-4,fcff,-0.061037
3160,-3,fdff,-0.045778
3161,-3,fdff,-0.045778
3162,-4,fcff,-0.061037
3163,0,0000,0
3164,-2,feff,-0.030519
3165,-1,ffff,-0.015259
3166,0,0000,0
3167,-1,ffff,-0.015259
3168,0,0000,0
3169,-1,ffff,-0.015259
3170,0,0000,0
3171,0,0000,0
3172,-2,feff,-0.030519
3173,0,0000,0
3174,0,0000,0
3175,0,0000,0
3176,0,0000,0
3177,-1,ffff,-0.015259
3178,2,0200,0.030519
3179,0,0000,0
3180,0,0000,0
3181,0,0000,0
3182,-1,ffff,-0.015259
3183,0,0000,0
3184,0,0000,0
3185,-1,ffff,-0.015259
3186,-1,ffff,-0.015259
3187,-2,feff,-0.030519
3188,-1,ffff,-0.015259
3189,-1,ffff,-0.015259
3190,0,0000,0
3191,0,0000,0
3192,-1,ffff,-0.015259
3193,2,0200,0.030519
3194,-2,feff,-0.030519
3195,-2,feff,-0.030519
3196,-2,feff,-0.030519
3197,-3,fdff,-0.045778
3198,-2,feff,-0.030519
3199,-2,feff,-0.030519
3200,-1,ffff,-0.015259
3201,-2,feff,-0.030519
3202,-3,fdff,-0.045778
3203,-2,feff,-0.030519
3204,-2,feff,-0.030519
3205,-2,feff,-0.030519
3206,0,0000,0
3207,-2,feff,-0.030519
3208,1,0100,0.015259
3209,-2,feff,-0.030519
3210,-1,ffff,-0.015259
3211,-1,ffff,-0.015259
3212,-2,feff,-0.030519
3213,-1,ffff,-0.015259
3214,-1,ffff,-0.015259
3215,0,0000,0
3216,0,0000,0
3217,-2,feff,-0.030519
3218,-1,ffff,-0.015259
3219,-2,feff,-0.030519
3220,-1,ffff,-0.015259
3221,-1,ffff,-0.015259
3222,-3,fdff,-0.045778
3223,0,0000,0
3224,-3,fdff,-0.045778
3225,-2,feff,-0.030519
3226,-1,ffff,-0.015259
3227,-3,fdff,-0.045778
3228,-2,feff,-0.030519
3229,-2,feff,-0.030519
3230,-1,ffff,-0.015259
3231,-1,ffff,-0.015259
3232,-2,feff,-0.030519
3233,0,0000,0
3234,-1,ffff,-0.015259
3235,0,0000,0
3236,0,0000,0
3237,-1,ffff,-0.015259
3238,1,0100,0.015259
3239,-1,ffff,-0.015259
3240,-1,ffff,-0.015259
3241,-1,ffff,-0.015259
3242,-3,fdff,-0.045778
3243,-3,fdff,-0.045778
3244,-4,fcff,-0.061037
3245,-2,feff,-0.030519
3246,-3,fdff,-0.045778
